Oxymax CSV File 

CSV Generation Date,7/11/2017 3:32:00 PM 
Experiment Started,8/22/2014 3:07:31 PM
Data Filename,\\Cifs2\bankslab$\CLAMS\METABOLIC BWH\Katie's Computer\CLAMS\CLAMS runs\Victor Navarro\2014-08-22 Experiment 1 (second half).CDTA

Group/Cage,0102
O2 Calibration Date,
CO2 Calibration Date,
Subject ID,KO1
Subject Mass (G), 27.1 
ko 349,

Reference Settle Time (s), 85 
Reference Measure Time (s), 5 
Cage Settle Time (s), 85 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=6
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,BODY TEMP,RH SAMP,RH REF,RH PURGE,RH AMB,TEMP AMB,
#,,,ml/kg/hr,%,%,%,l,ml/kg/hr,%,%,%,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,degC,%,%,%,%,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
320,0102,8/24/2014 11:01:45 PM ,4059,20.89,20.54,0.36,5.0,3570,0.062,0.385,0.322,4.2,0.879,0.5,0.50,STABLE,0.00,7.25,851,457,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
321,0102,8/24/2014 11:12:15 PM ,3118,20.89,20.62,0.27,5.0,2619,0.063,0.299,0.237,4.2,0.840,0.4,0.50,STABLE,0.00,7.25,243,52,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
322,0102,8/24/2014 11:22:45 PM ,3161,20.89,20.61,0.28,5.0,2620,0.062,0.299,0.237,4.2,0.829,0.4,0.50,STABLE,0.01,7.26,78,22,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
323,0102,8/24/2014 11:33:15 PM ,3557,20.89,20.58,0.31,5.1,2995,0.062,0.333,0.271,4.2,0.842,0.5,0.50,STABLE,0.00,7.26,211,55,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
324,0102,8/24/2014 11:43:45 PM ,3437,20.89,20.59,0.30,5.1,2751,0.062,0.311,0.248,4.2,0.801,0.4,0.50,STABLE,0.00,7.26,41,17,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
325,0102,8/24/2014 11:54:15 PM ,3692,20.89,20.57,0.32,5.1,2859,0.063,0.321,0.258,4.2,0.774,0.5,0.50,STABLE,0.00,7.26,103,49,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
326,0102,8/25/2014 12:04:45 AM ,4560,20.89,20.49,0.40,5.1,3775,0.062,0.403,0.341,4.3,0.828,0.6,0.50,STABLE,0.01,7.27,959,510,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
327,0102,8/25/2014 12:15:15 AM ,4328,20.89,20.52,0.38,5.1,3510,0.062,0.380,0.317,4.3,0.811,0.6,0.50,STABLE,0.00,7.27,1157,660,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
328,0102,8/25/2014 12:25:45 AM ,3573,20.89,20.58,0.31,5.2,2932,0.062,0.327,0.265,4.3,0.821,0.5,0.50,STABLE,0.00,7.27,781,442,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
329,0102,8/25/2014 12:36:15 AM ,3004,20.89,20.63,0.26,5.2,2385,0.062,0.278,0.215,4.3,0.794,0.4,0.50,STABLE,0.00,7.27,167,29,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
330,0102,8/25/2014 12:46:45 AM ,3432,20.89,20.60,0.29,5.2,2632,0.063,0.300,0.238,4.3,0.767,0.4,0.50,STABLE,0.00,7.27,121,13,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
331,0102,8/25/2014 12:57:15 AM ,3415,20.89,20.60,0.30,5.2,2734,0.062,0.309,0.247,4.3,0.801,0.4,0.50,STABLE,0.13,7.40,253,90,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
332,0102,8/25/2014 1:07:45 AM ,3221,20.89,20.61,0.28,5.2,2597,0.062,0.297,0.235,4.3,0.806,0.4,0.50,STABLE,0.00,7.40,32,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
333,0102,8/25/2014 1:18:15 AM ,3135,20.89,20.62,0.27,5.2,2500,0.062,0.288,0.226,4.3,0.798,0.4,0.50,STABLE,0.00,7.40,56,16,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
334,0102,8/25/2014 1:28:45 AM ,3805,20.89,20.56,0.33,5.2,3256,0.062,0.356,0.294,4.4,0.856,0.5,0.50,DYNAMIC,0.04,7.44,574,206,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
335,0102,8/25/2014 1:39:15 AM ,4284,20.89,20.52,0.37,5.3,3565,0.062,0.384,0.322,4.4,0.832,0.6,0.50,DYNAMIC,0.01,7.45,1030,613,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
336,0102,8/25/2014 1:49:45 AM ,3517,20.89,20.59,0.31,5.3,2875,0.062,0.322,0.260,4.4,0.817,0.5,0.50,STABLE,0.00,7.45,382,109,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
337,0102,8/25/2014 2:00:15 AM ,3349,20.89,20.60,0.29,5.3,2649,0.062,0.302,0.239,4.4,0.791,0.4,0.50,STABLE,0.00,7.45,46,20,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
338,0102,8/25/2014 2:10:45 AM ,3314,20.89,20.61,0.29,5.3,2624,0.063,0.300,0.237,4.4,0.792,0.4,0.50,STABLE,0.06,7.51,122,32,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
339,0102,8/25/2014 2:21:15 AM ,3184,20.89,20.61,0.28,5.3,2609,0.063,0.298,0.236,4.4,0.819,0.4,0.50,STABLE,0.00,7.51,63,20,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
340,0102,8/25/2014 2:31:45 AM ,3194,20.89,20.62,0.28,5.3,2526,0.063,0.291,0.228,4.4,0.791,0.4,0.50,STABLE,0.00,7.51,76,26,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
341,0102,8/25/2014 2:42:15 AM ,3801,20.90,20.57,0.33,5.4,3053,0.063,0.338,0.276,4.5,0.803,0.5,0.50,STABLE,0.00,7.51,283,52,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
342,0102,8/25/2014 2:52:45 AM ,4367,20.89,20.51,0.38,5.4,3568,0.063,0.385,0.323,4.5,0.817,0.6,0.50,STABLE,0.00,7.51,771,406,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
343,0102,8/25/2014 3:03:15 AM ,3647,20.89,20.58,0.31,5.4,2878,0.063,0.323,0.260,4.5,0.789,0.5,0.50,STABLE,0.01,7.52,731,385,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
344,0102,8/25/2014 3:13:45 AM ,3288,20.89,20.61,0.28,5.4,2600,0.063,0.298,0.235,4.5,0.791,0.4,0.50,STABLE,0.00,7.52,331,48,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
345,0102,8/25/2014 3:24:15 AM ,3726,20.89,20.58,0.32,5.4,2777,0.063,0.313,0.251,4.5,0.745,0.5,0.50,STABLE,0.00,7.52,16,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
346,0102,8/25/2014 3:34:45 AM ,3437,20.89,20.60,0.29,5.5,2594,0.062,0.297,0.234,4.5,0.755,0.4,0.50,STABLE,0.06,7.58,124,38,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
347,0102,8/25/2014 3:45:15 AM ,3547,20.89,20.59,0.30,5.5,2684,0.063,0.305,0.242,4.5,0.757,0.5,0.50,STABLE,0.00,7.58,92,24,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
348,0102,8/25/2014 3:55:45 AM ,3386,20.89,20.60,0.29,5.5,2620,0.063,0.299,0.237,4.6,0.774,0.4,0.50,STABLE,0.01,7.59,76,32,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
349,0102,8/25/2014 4:06:15 AM ,3426,20.89,20.60,0.30,5.5,2795,0.062,0.315,0.252,4.6,0.816,0.4,0.50,STABLE,0.11,7.70,298,98,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
350,0102,8/25/2014 4:16:45 AM ,3347,20.89,20.60,0.29,5.5,2753,0.062,0.311,0.249,4.6,0.823,0.4,0.50,STABLE,0.00,7.70,69,18,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
351,0102,8/25/2014 4:27:15 AM ,3664,20.89,20.58,0.32,5.5,2873,0.062,0.322,0.260,4.6,0.784,0.5,0.50,STABLE,0.03,7.73,211,136,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
352,0102,8/25/2014 4:37:45 AM ,3210,20.89,20.61,0.28,5.5,2607,0.062,0.298,0.236,4.6,0.812,0.4,0.50,STABLE,0.00,7.73,60,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
353,0102,8/25/2014 4:48:15 AM ,4301,20.89,20.51,0.38,5.6,3687,0.062,0.396,0.333,4.6,0.857,0.6,0.50,STABLE,0.00,7.73,572,252,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
354,0102,8/25/2014 4:58:45 AM ,4148,20.89,20.53,0.36,5.6,3400,0.062,0.369,0.307,4.6,0.820,0.5,0.50,STABLE,0.00,7.73,1402,947,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
355,0102,8/25/2014 5:09:15 AM ,4104,20.89,20.53,0.36,5.6,3421,0.062,0.371,0.309,4.7,0.834,0.5,0.50,STABLE,0.03,7.76,1195,690,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
356,0102,8/25/2014 5:19:45 AM ,4106,20.89,20.53,0.36,5.6,3396,0.062,0.369,0.307,4.7,0.827,0.5,0.50,STABLE,0.06,7.82,657,301,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
357,0102,8/25/2014 5:30:15 AM ,3294,20.89,20.60,0.29,5.6,2687,0.062,0.305,0.243,4.7,0.816,0.4,0.50,STABLE,0.00,7.82,477,172,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
358,0102,8/25/2014 5:40:45 AM ,3019,20.89,20.63,0.26,5.7,2350,0.062,0.275,0.212,4.7,0.779,0.4,0.50,STABLE,0.00,7.82,269,43,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
359,0102,8/25/2014 5:51:15 AM ,3377,20.89,20.60,0.29,5.7,2549,0.062,0.292,0.230,4.7,0.755,0.4,0.50,STABLE,0.00,7.82,30,14,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
360,0102,8/25/2014 6:01:45 AM ,4243,20.89,20.52,0.37,5.7,3404,0.062,0.370,0.308,4.7,0.802,0.6,0.50,STABLE,0.09,7.91,527,324,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
361,0102,8/25/2014 6:12:15 AM ,4603,20.89,20.49,0.40,5.7,3743,0.063,0.401,0.338,4.7,0.813,0.6,0.50,STABLE,0.03,7.94,972,567,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
362,0102,8/25/2014 6:22:45 AM ,4178,20.89,20.53,0.36,5.7,3434,0.063,0.373,0.310,4.8,0.822,0.5,0.50,STABLE,0.02,7.96,1135,708,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
363,0102,8/25/2014 6:33:15 AM ,3526,20.89,20.58,0.31,5.8,2970,0.063,0.331,0.268,4.8,0.842,0.5,0.50,STABLE,0.01,7.97,603,176,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
364,0102,8/25/2014 6:43:45 AM ,3119,20.89,20.62,0.27,5.8,2537,0.063,0.292,0.229,4.8,0.814,0.4,0.50,STABLE,0.00,7.97,255,40,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
365,0102,8/25/2014 6:54:15 AM ,3152,20.89,20.62,0.27,5.8,2420,0.062,0.281,0.219,4.8,0.768,0.4,0.50,STABLE,0.00,7.97,20,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
366,0102,8/25/2014 7:04:45 AM ,3331,20.89,20.60,0.29,5.8,2514,0.063,0.293,0.230,4.8,0.755,0.4,0.49,STABLE,0.00,7.97,49,28,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
367,0102,8/25/2014 7:15:15 AM ,2703,20.89,20.66,0.24,5.8,2105,0.063,0.255,0.192,4.8,0.779,0.3,0.50,STABLE,0.00,7.97,31,9,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
368,0102,8/25/2014 7:25:45 AM ,3712,20.89,20.57,0.32,5.8,2961,0.062,0.331,0.268,4.8,0.797,0.5,0.50,STABLE,0.14,8.11,290,151,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
369,0102,8/25/2014 7:36:15 AM ,4179,20.89,20.53,0.37,5.8,3531,0.063,0.381,0.319,4.8,0.845,0.5,0.50,STABLE,0.02,8.13,1004,574,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
370,0102,8/25/2014 7:46:45 AM ,3316,20.89,20.60,0.29,5.9,2793,0.062,0.314,0.252,4.9,0.842,0.4,0.50,STABLE,0.00,8.13,398,68,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
371,0102,8/25/2014 7:57:15 AM ,3258,20.89,20.61,0.28,5.9,2641,0.062,0.301,0.238,4.9,0.810,0.4,0.50,STABLE,0.00,8.13,213,23,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
372,0102,8/25/2014 8:07:45 AM ,3397,20.89,20.60,0.29,5.9,2627,0.062,0.299,0.237,4.9,0.774,0.4,0.50,STABLE,0.00,8.13,20,9,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
373,0102,8/25/2014 8:18:15 AM ,2412,20.89,20.69,0.21,5.9,1890,0.062,0.233,0.171,4.9,0.783,0.3,0.50,STABLE,0.01,8.14,30,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
374,0102,8/25/2014 8:28:45 AM ,2655,20.89,20.66,0.23,5.9,2088,0.062,0.250,0.188,4.9,0.786,0.3,0.50,STABLE,0.00,8.14,17,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
375,0102,8/25/2014 8:39:15 AM ,2702,20.89,20.66,0.23,5.9,2129,0.062,0.254,0.192,4.9,0.788,0.4,0.50,STABLE,0.00,8.14,69,32,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
376,0102,8/25/2014 8:49:45 AM ,3019,20.89,20.64,0.26,5.9,2257,0.062,0.265,0.203,4.9,0.748,0.4,0.50,STABLE,0.00,8.14,46,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
377,0102,8/25/2014 9:00:15 AM ,3607,20.89,20.58,0.31,6.0,2938,0.062,0.327,0.265,4.9,0.814,0.5,0.50,STABLE,0.16,8.30,184,64,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
378,0102,8/25/2014 9:10:45 AM ,2323,20.90,20.69,0.20,6.0,1995,0.062,0.242,0.180,4.9,0.859,0.3,0.50,STABLE,0.00,8.30,230,144,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
379,0102,8/25/2014 9:21:15 AM ,2754,20.90,20.66,0.24,6.0,2357,0.062,0.274,0.212,5.0,0.856,0.4,0.50,STABLE,0.01,8.31,20,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
380,0102,8/25/2014 9:31:45 AM ,4951,20.90,20.46,0.43,6.0,4240,0.063,0.445,0.382,5.0,0.856,0.7,0.50,STABLE,0.00,8.31,591,375,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
381,0102,8/25/2014 9:42:15 AM ,3292,20.91,20.62,0.29,6.0,2756,0.059,0.308,0.249,5.0,0.837,0.4,0.50,STABLE,0.00,8.31,406,130,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
382,0102,8/25/2014 9:52:45 AM ,2964,20.91,20.65,0.26,6.0,2593,0.058,0.292,0.234,5.0,0.875,0.4,0.50,STABLE,0.00,8.31,293,14,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
383,0102,8/25/2014 10:03:15 AM ,3285,20.91,20.62,0.28,6.1,2629,0.058,0.296,0.237,5.0,0.800,0.4,0.50,STABLE,0.00,8.31,43,16,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
384,0102,8/25/2014 10:13:45 AM ,2932,20.90,20.65,0.25,6.1,2318,0.058,0.268,0.209,5.0,0.790,0.4,0.50,STABLE,0.00,8.31,12,5,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
385,0102,8/25/2014 10:24:15 AM ,3095,20.90,20.64,0.27,6.1,2413,0.059,0.277,0.218,5.0,0.780,0.4,0.50,STABLE,0.00,8.31,14,5,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
386,0102,8/25/2014 10:34:45 AM ,2704,20.90,20.67,0.24,6.1,2257,0.059,0.263,0.204,5.1,0.835,0.4,0.50,STABLE,0.16,8.47,103,16,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
387,0102,8/25/2014 10:45:15 AM ,2944,20.90,20.65,0.26,6.1,2546,0.059,0.289,0.230,5.1,0.865,0.4,0.50,STABLE,0.00,8.47,16,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
388,0102,8/25/2014 10:55:45 AM ,3013,20.90,20.64,0.26,6.1,2628,0.059,0.296,0.237,5.1,0.872,0.4,0.50,STABLE,0.00,8.47,55,15,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
389,0102,8/25/2014 11:06:15 AM ,3426,20.90,20.60,0.30,6.1,2809,0.059,0.313,0.254,5.1,0.820,0.4,0.50,STABLE,0.00,8.47,7,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
390,0102,8/25/2014 11:16:45 AM ,3278,20.90,20.62,0.28,6.2,2700,0.059,0.303,0.244,5.1,0.824,0.4,0.50,STABLE,0.00,8.47,33,15,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
391,0102,8/25/2014 11:27:15 AM ,3251,20.90,20.62,0.28,6.2,2766,0.059,0.309,0.250,5.1,0.851,0.4,0.50,STABLE,0.10,8.57,170,42,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
392,0102,8/25/2014 11:37:45 AM ,2802,20.90,20.65,0.25,6.2,2522,0.060,0.287,0.228,5.1,0.900,0.4,0.50,STABLE,0.00,8.57,214,37,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
393,0102,8/25/2014 11:48:15 AM ,3086,20.90,20.63,0.27,6.2,2623,0.060,0.297,0.237,5.1,0.850,0.4,0.50,STABLE,0.00,8.57,9,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
394,0102,8/25/2014 11:58:45 AM ,3105,20.90,20.63,0.27,6.2,2564,0.061,0.292,0.231,5.2,0.826,0.4,0.50,STABLE,0.00,8.57,8,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
395,0102,8/25/2014 12:09:15 PM ,2713,20.90,20.67,0.24,6.2,2296,0.061,0.268,0.207,5.2,0.846,0.4,0.50,STABLE,0.00,8.57,12,5,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
396,0102,8/25/2014 12:19:45 PM ,3103,20.90,20.63,0.27,6.2,2517,0.061,0.288,0.227,5.2,0.811,0.4,0.50,STABLE,0.00,8.57,52,23,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
397,0102,8/25/2014 12:30:15 PM ,2469,20.91,20.69,0.22,6.3,2078,0.061,0.249,0.188,5.2,0.842,0.3,0.50,STABLE,0.00,8.57,88,29,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
398,0102,8/25/2014 12:40:45 PM ,3097,20.91,20.64,0.27,6.3,2486,0.061,0.285,0.224,5.2,0.803,0.4,0.50,STABLE,-0.03,8.54,10,6,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
399,0102,8/25/2014 12:51:15 PM ,2514,20.91,20.69,0.22,6.3,2124,0.061,0.252,0.191,5.2,0.845,0.3,0.50,STABLE,0.03,8.57,136,26,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
400,0102,8/25/2014 1:01:45 PM ,2873,20.91,20.65,0.25,6.3,2415,0.060,0.278,0.218,5.2,0.841,0.4,0.50,STABLE,0.00,8.57,118,22,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
401,0102,8/25/2014 1:12:15 PM ,2593,20.91,20.68,0.23,6.3,2113,0.060,0.251,0.191,5.2,0.815,0.3,0.50,STABLE,0.00,8.57,50,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
402,0102,8/25/2014 1:22:45 PM ,3001,20.91,20.65,0.26,6.3,2353,0.060,0.272,0.212,5.2,0.784,0.4,0.50,STABLE,0.01,8.58,7,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
403,0102,8/25/2014 1:33:15 PM ,2887,20.91,20.66,0.25,6.3,2218,0.060,0.260,0.200,5.2,0.768,0.4,0.50,STABLE,0.00,8.58,33,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
404,0102,8/25/2014 1:43:45 PM ,2997,20.91,20.64,0.26,6.3,2492,0.060,0.287,0.227,5.3,0.832,0.4,0.50,STABLE,0.01,8.59,195,20,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
405,0102,8/25/2014 1:54:15 PM ,3944,20.90,20.56,0.34,6.4,3285,0.060,0.357,0.297,5.3,0.833,0.5,0.50,STABLE,0.00,8.59,461,177,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
406,0102,8/25/2014 2:04:45 PM ,3245,20.90,20.62,0.28,6.4,2748,0.060,0.308,0.248,5.3,0.847,0.4,0.50,STABLE,0.00,8.59,408,37,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
407,0102,8/25/2014 2:15:15 PM ,3080,20.90,20.64,0.27,6.4,2440,0.060,0.280,0.220,5.3,0.792,0.4,0.50,STABLE,0.00,8.59,95,12,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
408,0102,8/25/2014 2:25:45 PM ,2901,20.91,20.66,0.25,6.4,2265,0.059,0.264,0.204,5.3,0.781,0.4,0.50,STABLE,0.00,8.59,25,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
409,0102,8/25/2014 2:36:15 PM ,2791,20.90,20.66,0.24,6.4,2197,0.059,0.258,0.198,5.3,0.787,0.4,0.50,STABLE,0.00,8.59,59,24,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
410,0102,8/25/2014 2:46:45 PM ,2863,20.90,20.66,0.25,6.4,2232,0.059,0.261,0.202,5.3,0.780,0.4,0.50,STABLE,0.00,8.59,19,8,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
411,0102,8/25/2014 2:57:15 PM ,3187,20.91,20.63,0.28,6.5,2508,0.059,0.287,0.228,5.3,0.787,0.4,0.50,STABLE,0.08,8.67,72,24,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
412,0102,8/25/2014 3:07:45 PM ,2538,20.91,20.68,0.22,6.5,2180,0.059,0.256,0.197,5.4,0.859,0.3,0.50,STABLE,0.00,8.67,27,7,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
413,0102,8/25/2014 3:18:15 PM ,2800,20.91,20.66,0.24,6.5,2351,0.059,0.271,0.212,5.4,0.840,0.4,0.50,STABLE,0.01,8.68,9,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
414,0102,8/25/2014 3:28:45 PM ,2704,20.91,20.67,0.24,6.5,2218,0.059,0.259,0.200,5.4,0.820,0.4,0.50,STABLE,0.00,8.68,36,22,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
415,0102,8/25/2014 3:39:15 PM ,3294,20.90,20.61,0.29,6.5,2920,0.059,0.323,0.264,5.4,0.887,0.4,0.50,DYNAMIC,0.00,8.68,475,146,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
416,0102,8/25/2014 3:49:45 PM ,3859,20.90,20.56,0.34,6.5,3324,0.059,0.359,0.301,5.4,0.861,0.5,0.50,STABLE,0.10,8.78,850,505,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
417,0102,8/25/2014 4:00:15 PM ,3313,20.90,20.61,0.29,6.5,2951,0.058,0.325,0.267,5.4,0.891,0.4,0.50,STABLE,0.01,8.79,440,72,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
418,0102,8/25/2014 4:10:45 PM ,3025,20.90,20.64,0.26,6.6,2408,0.058,0.276,0.218,5.4,0.796,0.4,0.50,STABLE,0.00,8.79,93,10,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
419,0102,8/25/2014 4:21:15 PM ,2742,20.90,20.66,0.24,6.6,2199,0.058,0.257,0.199,5.4,0.802,0.4,0.50,STABLE,0.00,8.79,8,1,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
420,0102,8/25/2014 4:31:45 PM ,2851,20.90,20.65,0.25,6.6,2270,0.058,0.264,0.205,5.5,0.796,0.4,0.50,STABLE,0.00,8.79,9,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
421,0102,8/25/2014 4:42:15 PM ,2737,20.90,20.66,0.24,6.6,2161,0.058,0.254,0.196,5.5,0.789,0.4,0.50,STABLE,-0.01,8.78,34,15,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
422,0102,8/25/2014 4:52:45 PM ,2896,20.90,20.65,0.25,6.6,2312,0.059,0.268,0.209,5.5,0.798,0.4,0.50,STABLE,0.13,8.91,47,25,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
423,0102,8/25/2014 5:03:15 PM ,3000,20.91,20.65,0.26,6.6,2372,0.059,0.273,0.214,5.5,0.791,0.4,0.50,STABLE,0.00,8.91,7,3,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
424,0102,8/25/2014 5:13:45 PM ,2556,20.90,20.68,0.22,6.6,2210,0.059,0.259,0.200,5.5,0.864,0.3,0.50,STABLE,0.00,8.91,15,5,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
425,0102,8/25/2014 5:24:15 PM ,2605,20.90,20.67,0.23,6.6,2194,0.059,0.257,0.198,5.5,0.842,0.3,0.50,STABLE,0.00,8.91,7,2,0.0,ERR:0,ERR:0,ERR:0,ERR:0,ERR:0,
